2024-03-31 15:09:41,512 - __main__ - INFO - Starting paper ranking process for section 3...
2024-03-31 15:09:42,366 - __main__ - INFO - Deleted 0 empty YAML files
2024-03-31 15:09:42,401 - __main__ - INFO - Processing file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\raw\01b9a362f878626db0ddcc2e5990e2aa9bf6e9dc37fb1ddeb5558516fee85f0a.yaml
2024-03-31 15:10:23,123 - __main__ - WARNING - Invalid JSON response for current entry. . Retrying...
2024-03-31 15:10:57,835 - __main__ - WARNING - Invalid JSON response for current entry. . Retrying...
2024-03-31 15:11:13,925 - __main__ - INFO - Successfully processed and saved file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\processed\subsection_1\Point_1\01b9a362f878626db0ddcc2e5990e2aa9bf6e9dc37fb1ddeb5558516fee85f0a_processed.yaml
2024-03-31 15:11:13,925 - __main__ - INFO - Successfully processed file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\raw\01b9a362f878626db0ddcc2e5990e2aa9bf6e9dc37fb1ddeb5558516fee85f0a.yaml
2024-03-31 15:11:13,925 - __main__ - INFO - Processing file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\raw\01cd08470903b4d016758ad91e4a62db489c4abae5dca67557666f3dc6705514.yaml
2024-03-31 15:12:13,382 - __main__ - WARNING - The following keys are missing in the response: {'limitations'}
2024-03-31 15:12:27,439 - __main__ - WARNING - The following keys are missing in the response: {'verbatim_quote3'}
2024-03-31 15:12:40,961 - __main__ - WARNING - The following keys are missing in the response: {'limitations'}
2024-03-31 15:12:56,804 - __main__ - INFO - Successfully processed and saved file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\processed\subsection_1\Point_1\01cd08470903b4d016758ad91e4a62db489c4abae5dca67557666f3dc6705514_processed.yaml
2024-03-31 15:12:56,804 - __main__ - INFO - Successfully processed file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\raw\01cd08470903b4d016758ad91e4a62db489c4abae5dca67557666f3dc6705514.yaml
2024-03-31 15:12:56,814 - __main__ - INFO - Processing file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\raw\07ceb8f42d1909dd1d2b349b1327dd0507977aa1d45592adbc0dbfc8301f67ae.yaml
2024-03-31 15:13:16,697 - __main__ - WARNING - The following keys are missing in the response: {'limitations'}
2024-03-31 15:13:32,872 - __main__ - WARNING - The following keys are missing in the response: {'limitations'}
2024-03-31 15:13:52,216 - __main__ - WARNING - The following keys are missing in the response: {'limitations'}
2024-03-31 15:14:10,089 - __main__ - INFO - Successfully processed and saved file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\processed\subsection_1\Point_1\07ceb8f42d1909dd1d2b349b1327dd0507977aa1d45592adbc0dbfc8301f67ae_processed.yaml
2024-03-31 15:14:10,099 - __main__ - INFO - Successfully processed file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\raw\07ceb8f42d1909dd1d2b349b1327dd0507977aa1d45592adbc0dbfc8301f67ae.yaml
2024-03-31 15:14:10,099 - __main__ - INFO - Processing file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\raw\08ea7c687217e2a0b24234c4e88577afaa3d39a3962606853574fd2cc55a883b.yaml
2024-03-31 15:14:51,263 - __main__ - INFO - Successfully processed and saved file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\processed\subsection_1\Point_1\08ea7c687217e2a0b24234c4e88577afaa3d39a3962606853574fd2cc55a883b_processed.yaml
2024-03-31 15:14:51,263 - __main__ - INFO - Successfully processed file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\raw\08ea7c687217e2a0b24234c4e88577afaa3d39a3962606853574fd2cc55a883b.yaml
2024-03-31 15:14:51,273 - __main__ - INFO - Processing file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\raw\094b316fe2d27f4157bf63580fad46b3d55e079e63f6cf787d37b309d8df3814.yaml
2024-03-31 15:15:02,402 - __main__ - INFO - Successfully processed and saved file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\processed\subsection_1\Point_1\094b316fe2d27f4157bf63580fad46b3d55e079e63f6cf787d37b309d8df3814_processed.yaml
2024-03-31 15:15:02,403 - __main__ - INFO - Successfully processed file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\raw\094b316fe2d27f4157bf63580fad46b3d55e079e63f6cf787d37b309d8df3814.yaml
2024-03-31 15:15:02,412 - __main__ - INFO - Processing file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\raw\0b2d1d6d55cd70fe89b88b797ae862c3861ba4a47e348da640e8d04b3cccf571.yaml
2024-03-31 15:16:38,363 - __main__ - INFO - Successfully processed and saved file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\processed\subsection_1\Point_1\0b2d1d6d55cd70fe89b88b797ae862c3861ba4a47e348da640e8d04b3cccf571_processed.yaml
2024-03-31 15:16:38,363 - __main__ - INFO - Successfully processed file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\raw\0b2d1d6d55cd70fe89b88b797ae862c3861ba4a47e348da640e8d04b3cccf571.yaml
2024-03-31 15:16:38,379 - __main__ - INFO - Processing file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\raw\0b6335f97afe54876ee66dfba7476da89be86c938fc418c0a0daa19a218e1503.yaml
2024-03-31 15:17:20,823 - __main__ - WARNING - Invalid relevance score for current entry. . Retrying...
2024-03-31 15:17:41,192 - __main__ - WARNING - Invalid JSON response for current entry. . Retrying...
2024-03-31 15:18:23,284 - __main__ - WARNING - The following keys are missing in the response: {'limitations'}
2024-03-31 15:18:45,199 - __main__ - WARNING - The following keys are missing in the response: {'limitations'}
2024-03-31 15:18:59,872 - __main__ - WARNING - Invalid JSON response for current entry. . Retrying...
2024-03-31 15:19:16,832 - __main__ - WARNING - The following keys are missing in the response: {'limitations'}
2024-03-31 15:20:01,688 - __main__ - WARNING - The following keys are missing in the response: {'limitations'}
2024-03-31 15:21:37,788 - __main__ - WARNING - No relevance score found for current entry. 
2024-03-31 15:21:51,262 - __main__ - WARNING - Invalid JSON response for current entry. . Retrying...
2024-03-31 15:22:11,795 - __main__ - INFO - Successfully processed and saved file: C:\Users\bnsoh2\OneDrive - University of Nebraska-Lincoln\Documents\Coding Projects\Automated_Lit_Revs\documents\section3\processed\subsection_1\Point_1\0b6335f97afe54876ee66dfba7476da89be86c938fc418c0a0daa19a218e1503_processed.yaml
